start_date,distance
2005-10-27,0.13427193195607334
2005-08-09,0.15059650645473502
2005-10-12,0.16972427346117572
2005-07-25,0.2078295552280254
2007-08-08,0.2196176212953109
2007-10-03,0.23468499197660708
2005-06-10,0.2613287680145323
2005-09-27,0.26503068444505606
2005-11-25,0.268863447506185
1999-02-03,0.2771973392771938
2005-07-05,0.2795042859145514
2006-04-19,0.28182520341164813
2005-08-30,0.2854936843130716
2007-07-18,0.2923894385036652
2005-12-12,0.29405773404840535
2005-05-19,0.2958917382968089
1998-12-30,0.3063368768084973
1999-01-14,0.3163972957056535
1999-04-06,0.3249754653981199
1998-09-01,0.325340091621063
2007-10-30,0.33266150866556854
2006-05-16,0.3353723097411354
2024-12-16,0.34043592797050815
2005-05-02,0.356576427160436
2024-11-14,0.356597911851102
1999-02-22,0.3603110229705193
2006-01-04,0.36063850203103465
1999-03-19,0.3637069350820894
2006-03-21,0.3839773874492345
2007-06-19,0.3897852175148011
2007-03-30,0.40621549802789175
2006-01-26,0.4117015556833205
1999-04-23,0.43163523580431357
2007-05-23,0.43897423485118336
2006-08-17,0.45312913662120535
2006-06-01,0.45366444111506454
2006-09-05,0.45710055854410253
2006-07-31,0.4697727932532636
2006-04-04,0.4722795535317941
2006-06-16,0.4865273059526025
1998-01-30,0.49253529463550844
2005-04-12,0.4960959754401822
2006-06-30,0.4970984030583232
1998-01-15,0.497950919086411
2024-10-30,0.4993422348989992
1998-08-14,0.5024109799027303
2007-03-07,0.5073550381486951
2007-01-05,0.5099342012111606
2006-09-19,0.5146850948394837
2006-10-06,0.5228796206305373
2005-02-14,0.5274389313953465
2006-02-21,0.5324840052750064
1995-12-05,0.5416844200341883
1996-01-17,0.5444323834528344
2006-07-17,0.5631403351405165
2006-03-07,0.5675184448473084
2007-04-16,0.5677459264179469
2007-05-01,0.568907997029791
2006-11-02,0.5712038857617897
1998-04-03,0.5827774126465678
1999-05-13,0.5886784457390715
2007-02-07,0.5929791636390276
2006-12-04,0.5948192876141758
2007-01-24,0.5983116045750584
1998-02-18,0.5985384443282485
2024-12-02,0.6062968383962852
1998-09-25,0.6070574532322107
1995-12-21,0.6072126007146175
1998-06-12,0.6085376698795301
1998-05-06,0.6183199589407821
2006-12-18,0.6192842482857615
1998-05-28,0.6206361860348764
1998-03-13,0.6219908652026512
1998-07-13,0.623123762549613
1998-11-24,0.6260117184305699
1999-08-25,0.6302861656930857
2005-03-07,0.6303425676172585
1999-07-21,0.6344278301473446
1999-09-24,0.6409236569352944
1997-10-31,0.6486065870273059
1998-12-09,0.6643296857107901
2018-11-02,0.6715908359438241
2006-11-17,0.6773670314980823
1996-02-01,0.6818634662666136
1995-10-13,0.6872084425289438
2005-01-31,0.68840139736722
1995-11-03,0.6923691162188212
1997-12-26,0.6972449110961247
1995-11-17,0.70429413498495
1999-07-02,0.7153742842530564
1998-04-20,0.7238024797322105
1999-11-12,0.7255486607517758
2024-10-09,0.7449321705806158
2005-01-14,0.7598211605222173
1999-12-10,0.7621780766325453
2018-10-12,0.762519075579579
1999-09-10,0.7627870212617366
1998-07-28,0.7653524231270696
1997-12-05,0.768687787465045
1995-06-22,0.7692684412363496
1997-10-07,0.7728313896565667
2023-10-24,0.7776191049552376
1995-07-14,0.7802602759594477
1997-11-20,0.7895001133134634
1999-06-17,0.7915722898190645
1995-06-02,0.7955117703740248
1995-09-05,0.7977743393908768
1996-12-02,0.7988966376468475
1996-02-15,0.7991222916509775
1995-09-19,0.8231676230787556
2018-11-19,0.8283119926554185
1996-03-07,0.8331739672278752
2018-09-07,0.838278645411785
2007-09-06,0.8387693970665816
2005-03-24,0.8446486186902042
2024-09-25,0.8447242445290825
1998-06-26,0.8465276897301102
2024-04-23,0.8473207873092297
2022-10-31,0.8545471365015326
1997-07-31,0.8675385926134533
2018-09-26,0.8835981018067952
1999-05-27,0.8843827907545528
1996-11-07,0.8890624657080914
2007-11-19,0.8893856758176073
1998-10-30,0.8963768526823271
2018-12-06,0.9035131732950002
2022-09-12,0.9041458320362145
2018-08-13,0.9058771304324367
1999-08-05,0.9146666456541676
1996-03-26,0.9173074320653191
2018-07-23,0.91911008879308
2018-12-26,0.924500399434725
1999-10-12,0.9355616034468914
2004-12-21,0.9417264346668467
2022-10-17,0.94577900951936
1997-08-15,0.9473522327766157
2022-07-08,0.9545040117770132
2018-07-02,0.9602861989697831
2022-08-24,0.9667263025159663
1999-12-27,0.9671479441756096
1995-07-31,0.9820094016449115
1996-12-23,0.9829008138867826
2018-06-14,0.9893818920567093
2019-01-23,0.9918239233238165
1997-02-18,0.9980948252221705
2007-12-19,1.0016892083517448
1999-10-28,1.0079988220870642
2022-09-30,1.0312530294980615
1995-08-16,1.0363922696336
2004-11-23,1.038108437691054
2018-05-23,1.0418913967679024
2019-02-22,1.0571809724940697
2022-07-27,1.0571874713143008
1997-07-14,1.0590012033851182
1997-09-23,1.062641612302051
1995-05-16,1.0799621310858918
1997-01-31,1.0803417072346504
1996-08-12,1.1013176757893346
2024-01-23,1.1015029532935325
2018-03-26,1.1023008283533913
1997-09-04,1.1201696151979796
1997-01-09,1.122396038082585
2019-04-29,1.1225856988365819
1996-04-25,1.1274986762555215
2018-04-30,1.1285948833581
2018-02-23,1.1304044798440687
2019-04-01,1.1330582172615165
2019-02-07,1.1383423233004435
2024-08-27,1.1400238471183861
2022-12-28,1.1483214005877942
2024-05-29,1.1557602277150358
1996-10-08,1.1564041225674815
2024-03-25,1.160202727973083
2019-03-15,1.1609572087241076
2007-07-03,1.1641332236821034
2024-07-23,1.1673654157887126
1997-06-16,1.1687448733286248
1997-03-07,1.170530883937408
2019-05-14,1.1864427669357935
2024-05-09,1.1869152943812873
2018-04-10,1.1876019637036856
2018-03-12,1.1891440491999068
2008-01-04,1.1945458381629415
2024-08-08,1.1966116692211575
2017-11-16,1.211401262364203
2008-06-18,1.2121239269238788
2018-01-10,1.219299307028764
2018-02-07,1.2197602834461072
1997-05-12,1.234898802884845
2008-07-23,1.2357342231647728
1996-10-23,1.2459877488481608
2023-10-06,1.2472179475042302
1997-05-30,1.2475626136397482
1996-05-22,1.2491727946428346
2017-12-13,1.2493239586485805
2008-05-16,1.2530294104500945
1996-06-28,1.254882817216717
2008-09-08,1.2554598097092369
2024-09-11,1.2557881708924734
1996-04-09,1.257821650502716
2004-09-27,1.2601789886176806
2017-10-31,1.2618497538363647
2024-02-21,1.263886392198919
2022-08-10,1.2653711051664667
2022-05-26,1.2828857118218158
2008-05-02,1.2845415502732274
2022-05-11,1.286865976795121
2004-10-21,1.2872422375561732
2023-11-13,1.2888865004670367
2008-07-09,1.291489125089843
2008-08-14,1.2923655432972694
1996-06-06,1.2924028280632447
2004-11-08,1.2952612552475637
2017-09-28,1.2966095018466326
2024-04-09,1.298601757088948
2017-06-14,1.3061885009987095
1996-07-18,1.3073788613916182
1997-03-24,1.307528792449694
1995-05-02,1.311114274755137
2017-10-16,1.312499057860796
2017-09-11,1.3159612949991062
1996-09-17,1.3172082116966821
2024-07-01,1.31807089824252
1995-03-15,1.318867670595652
1995-04-18,1.3206956194161865
2019-05-31,1.329490542808021
2017-07-27,1.329750804267357
2020-01-02,1.3308297031442022
2019-11-08,1.3325939370456426
2019-12-17,1.3336414310552749
2017-08-14,1.338455519731664
2019-07-12,1.3427513400813758
2022-04-27,1.346190639403741
2019-06-26,1.347893714146874
1998-10-15,1.3639681302580033
2017-05-31,1.3653796322480671
2019-12-02,1.3807282664106413
1996-08-29,1.381181501042877
2023-03-29,1.3820266512196744
2022-06-17,1.3820415848604937
2008-06-03,1.385256760851935
2017-06-28,1.3855268321371188
2008-01-28,1.3947531671844373
2019-07-31,1.3970414360986578
2017-07-13,1.40902044468436
2019-09-13,1.4111029497920278
2020-01-16,1.413676378340066
1997-04-08,1.4280112220181842
2017-05-15,1.4290143700382154
1995-04-03,1.4330495660846772
