start_date,distance
2005-10-27,0.13427193195607334
2005-10-18,0.14276219044939334
2005-08-09,0.15059650645473502
2005-10-25,0.16465042913704941
2005-10-12,0.16972427346117572
2005-10-13,0.1958575305126094
2005-07-25,0.2078295552280254
2005-08-17,0.21056023004812519
2005-07-28,0.21411162247583476
2005-10-17,0.21724841015453075
2007-08-08,0.2196176212953109
2005-10-11,0.22078493219197012
2005-10-21,0.2269139998601395
2005-08-12,0.22825431758602865
2005-08-16,0.23061288895750595
2007-10-03,0.23468499197660708
2005-07-19,0.2349156113977108
2005-08-03,0.25094937705624504
2005-08-19,0.2511189129290511
2005-06-10,0.2613287680145323
2005-08-18,0.262719204099177
2005-09-27,0.26503068444505606
2007-10-10,0.2660999859774169
2005-08-05,0.26617505326605406
2005-10-05,0.2672470050201395
2005-11-25,0.268863447506185
2005-11-08,0.27540624349352844
1999-02-03,0.2771973392771938
2005-07-05,0.2795042859145514
2005-10-28,0.28088847360626795
2005-10-20,0.28124247589652046
2007-08-07,0.28173224105698813
2006-04-19,0.28182520341164813
2005-08-30,0.2854936843130716
2007-08-02,0.2874042086894943
2005-09-23,0.28846019662273675
2005-08-15,0.2892163291218863
2005-06-21,0.29083036904417664
2007-07-18,0.2923894385036652
2005-12-12,0.29405773404840535
2005-11-29,0.2943355857977479
2005-06-14,0.29487074477881503
2005-10-04,0.2958038814721648
2005-05-19,0.2958917382968089
2005-05-10,0.2961983667775575
2005-09-19,0.2962429142848029
2005-06-13,0.297728034306957
2005-11-30,0.29841857456793897
1999-02-02,0.299256672074384
2005-11-16,0.3005088363597641
2005-05-23,0.30082348944194914
2005-05-09,0.3010095240396542
2005-09-20,0.30271617939499806
2005-07-26,0.30338463656498643
2005-12-14,0.30623232251813814
1998-12-30,0.3063368768084973
2005-05-17,0.3085815660803527
2005-05-31,0.3094804300398645
2005-08-11,0.31062271311490763
2007-07-25,0.31113393536756884
2006-05-02,0.3131983920276962
2005-12-15,0.3144157436309634
2007-10-09,0.3156052856711898
1999-01-14,0.3163972957056535
2005-06-06,0.3167843542749037
2005-06-03,0.316828069928607
1998-12-29,0.3186939163937341
2007-07-20,0.31969684275732024
2005-09-15,0.3198175390765866
2005-08-01,0.3201048052893921
2007-07-19,0.32134725734383823
1998-12-31,0.32258089065576084
1999-01-20,0.3230001087354261
2005-08-04,0.32445870095741086
1999-04-06,0.3249754653981199
2005-05-25,0.32509421111895276
1998-09-01,0.325340091621063
2005-05-18,0.3266653281129752
2005-07-06,0.32726770345788847
1999-02-11,0.32793117043443115
1999-01-04,0.3280311042513947
2005-06-29,0.3280567758809294
2005-09-08,0.32920727896771257
1999-01-06,0.3324189042319674
2007-10-30,0.33266150866556854
2007-07-17,0.3330080518705503
2006-04-27,0.3333691119929244
2006-05-16,0.3353723097411354
2005-11-18,0.3380080097449203
1999-02-04,0.33874458692093584
2005-06-28,0.3391319730087212
2005-07-11,0.33957661774636383
2024-12-16,0.34043592797050815
2007-10-11,0.340550297087634
2006-04-06,0.3408358506250338
2007-09-27,0.34137518294481084
2005-09-29,0.34223226276718005
2006-04-25,0.34267103523839276
1999-02-17,0.34319591345985767
2006-05-17,0.3434872329822874
2005-07-21,0.34374853894263735
2005-07-08,0.3464457355213695
2005-07-18,0.34814367014899494
2006-04-13,0.35131980228053605
2007-07-16,0.3524594446691275
2005-12-13,0.3526347604534554
2005-11-28,0.35457425846429785
2005-09-02,0.3546554420941775
2005-05-02,0.356576427160436
2024-11-14,0.356597911851102
2005-05-16,0.35692870530424087
1999-01-19,0.357021159406059
2006-05-12,0.3571050919101429
2005-05-26,0.35735102671139723
2006-05-15,0.3584442094534757
2005-11-23,0.35872035131777014
2006-05-19,0.35892022316767064
1999-02-22,0.3603110229705193
2006-01-04,0.36063850203103465
2006-04-12,0.361265275261608
2005-09-06,0.36182222387600144
2005-12-07,0.36307638070353354
1999-03-19,0.3637069350820894
1999-04-05,0.36400603117375624
2007-08-03,0.3646171513801953
2005-11-22,0.36561320592492264
1999-03-17,0.36735704090662524
1999-02-18,0.3677442439324183
2005-09-14,0.36963344615876575
2005-11-21,0.37011036057954483
2005-12-19,0.3702118909183727
2005-12-22,0.37115001358566274
2005-10-26,0.372706159970952
2006-05-08,0.37302397893433564
2005-12-05,0.37490825974375097
2024-12-12,0.37517069265999664
2007-08-06,0.3758435482092004
2024-12-13,0.37604757670599076
2005-07-20,0.3764548689939396
2024-10-31,0.3773843432197782
2007-10-04,0.37793936015106827
1999-04-12,0.378164078377645
2005-11-17,0.37889946519394857
1999-04-02,0.3810542693085929
2006-05-11,0.38110884854881166
2005-06-27,0.3814128643353087
2007-10-31,0.3827272922327065
2005-05-04,0.38357676572786376
2006-03-21,0.3839773874492345
2005-10-24,0.38399485784457016
2006-04-10,0.38465230769536113
2007-07-13,0.38585746257491066
2005-09-16,0.38743475043389725
1999-01-21,0.3883940577334839
2007-10-15,0.3889511975440679
2005-06-08,0.38895757143344345
1998-09-04,0.38918276422770426
2024-11-15,0.3896809378787088
2007-06-19,0.3897852175148011
2005-10-14,0.39079601634249506
2006-05-25,0.3915504138573736
1999-02-01,0.39288664653833316
1999-04-19,0.3932992957669443
2005-08-08,0.3940787432375409
2005-07-27,0.39459329441844615
